tweet,label,Stance_number
@user You lie. Pfizer refused government funding because Trump (and you) politicize everything. I trust Pfizer and I’ll wait for vaccine approval. I don’t trust an administration that lies and can’t differentiate between a hotel and a landscape company. https://t.co/yXCCo3KGgT,ProVax,1
"If you extrapolate the data, can 30 million Americans afford to take a failed vaccine? #COVID19 #CovidVaccine https://t.co/n49isyNt4l",AntiVax,0
9 things to know about this Covid-19 vaccine fraud on the internet https://t.co/2IHXYMyBl9 via @user BE ALERT............,AntiVax,0
An amazing Alliance coming together to support countries in COVID19 vaccine delivery https://t.co/WUllvH0jvG,ProVax,1
"@user Lies and hyperbole. Safer gun laws does not mean trampling 2nd amendment rights. And are you talking about the Vets you think are losers and suckers? While we're at it, where's your healthcare plan? Where's the COVID vaccine you promised by the election? LOSER!",ProVax,1
🤞🤞🤞🤞🤞 for the Pfizer vaccine. A bright light at the end of a dark tunnel #vaccine #coronavirus,ProVax,1
"With the widespread availability of #Covid19 vaccines approaching and 50+% in many Western countries indicating they will not take the vaccines any time soon, I can see an impending ""Belarus moment"" if freedom restrictions follow.",Neutral,2
@user side effect profile seems to be better for Pfizer/BioNTech.,ProVax,1
I see that Pfizer and BioNTech are trending because of a medical breakthrough for a COVID-19 vaccine. My thoughts? They say it's 90% effective still not taking it. Give me a higher effective rate of 99% or above I'll consider it.,AntiVax,0
"Dewine? Why are people so mad at you. You are destroying Ohio, destroying small business, destroying our kids .Threatening to mandate a Covid vaccine. We want our freedoms back. @user",Neutral,2
I don’t wanna hear shit from people worried about the “long term effects” of the vaccine but are in no way worried about the actual long term effects of COVID19 https://t.co/Vo4B8OKkFW,ProVax,1
"@user If you have a valid reason that’s alright but it’s the the ones that have totally lost their minds.. the everyone who believes are sheep, coronavirus isn’t real, vaccines are to track you blah blah just shite😂",ProVax,1
Well of course the Democrats and the elite will push for Pfizer vaccine at 90% affective because otherwise it would be racist And ineffectively not diverse enough https://t.co/RsUneSmBdQ,AntiVax,0
🌞Good news Tuesday: First UK (& world for this particular vaccine) patient receives COVID-19 vaccine this morning 💉 https://t.co/dfeI44ucJG,ProVax,1
"According to the most recent wave of our Coronavirus tracking study, sports fans say that a drop in the infection rate and/or a vaccine would be signals that it is safe for them to return to the stands. @user #sportsbiz #covid19 https://t.co/W4FmaI5Mn0",Neutral,2
Coronavirus may pick up some mutations that help it evade our immune systems. But the slow mutation rate bodes well for vaccines currently in development for #Covid_19. Via @user https://t.co/EISCfy3hUI,ProVax,1
"GREAT, Now we have a COVID vaccine that is 90% effective at best, in treating a CORONAVIRUS that has a 99.5% recovery rate. Maybe if we play our cards right we can get a vaccine for bad breath and other ""deadly"" conditions?",AntiVax,0
@user II.1.4)Short description: The MHRA urgently seeks an Artificial Intelligence (AI) software tool to process the expected high volume of Covid-19 vaccine Adverse Drug Reaction (ADRs) and ensure that no details from the ADRs’ reaction text are missed,Neutral,2
Please don't avoid the vaccine due to contempt for the government. It's safety testing will be as vigorous as any other vaccine and independent of what the UK or any other gov wants 1/2 https://t.co/bWpabhkcEf,ProVax,1
"Thank you @user and your government for procuring these vaccines. No thank you to @user who is withholding COVID funds from Albertans and won't shut down to save Christmas because of ""Ideology"". #FIRETHEUCP #AbLeg #abpoli https://t.co/y2uyWegaek",ProVax,1
"@user Not quite sure about the new moderna process, but it sounds faster than old school production from eggs, so that could be helpful",Neutral,2
Laughable -We now have a vaccine -Therapeutics developed cured 74 yr old obese male in 3 days -Hospitalization/mortality rates down dramatically -Recovery rates 0-19 99.997% 20-49 99.98% 50-69 99.5% 70+ 94.6% But #Biden will save us https://t.co/mYNdbN4C0P,AntiVax,0
US approves Roche covid-19 test that measures vaccines antibody response https://t.co/VLcYpjYE9v,Neutral,2
"This is good news but since I'm still suffering the long-term effects of COVID-19 (on ~8 months of it), I'll wait for the full trials to be done and studied and for the respectable doctors (e.g. virologists) to okay the vaccine in order to take it. I'm tired of being sick. https://t.co/9j8raO6r6t",ProVax,1
It seems more a vaccine to cure the rat not to end his misery in the maze #ratmaze https://t.co/tu4VpuTH1W,AntiVax,0
NO THANK YOU!!! Pfizer says its coronavirus vaccine is safe and 95% effective and that it will seek regulatory review within days https://t.co/mf8h5FZnTP,AntiVax,0
"While the latest vaccine news provides us with hope, we cannot forget our responsibility to curb the spread of COVID-19 right now. That means wearing a mask, staying home when you're sick, socially distancing, and getting tested. Together, we will get through this. https://t.co/aTBq3QEND5",ProVax,1
"@user Please name the shareholders and execs connected to Trump. With the vast interests he has in @user he stands to make at least $500 bucks with a 50% return. But word your tweet so that it gives exactly ZERO information, but pure #EnemyOfThePeople speculation.",Neutral,2
Good to hear @user has had his St Paul on the way to Damascus moment today. The Pfizer #Covid19 vaccine is HUGE news for the world. And there are many more vaccines coming right behind it. Amazing news and should give us all hope. All in the last 7 days have been just great!,ProVax,1
"The state government is ready to set up a regional Covid-19 vaccine storage centre in Chitradurga from where the vaccine will be transported to Shivamogga, Davangere, Ballari, Koppal and other neighbouring districts @user https://t.co/3xTP29F6wu",Neutral,2
In all this stress the one thing that makes me smile is knowing the vaccine will be safe under Biden and Fauci. Because they where out of their MF’n minds if they thought I’d take that snake oil shit from Trump. I shutter to think if Trump won how screwed we’d be. https://t.co/xOLDFNUzhc,ProVax,1
"Not a great day to think anything vaguely positive about #Russia. But maybe we should be a little more interested in what this #RussianVaccine project is achieving, rather than so universally pissing on it. https://t.co/mqy2XxFxDF #vaccine",ProVax,1
y’all trust this vaccine Pfizer is saying is over 90% effective??? because i sure don’t. not yet at least.,AntiVax,0
Hope is on the horizon. Regulators have said they would approve a vaccine that is just 50% effective – protecting half those who get it https://t.co/mw4ckKshPM,ProVax,1
@user This is less suspicious than Iran releasing the hostages after Reagan won his election.,Neutral,2
These conspiracies about the COVID-19 vaccine are fucking stupid,ProVax,1
"Under the leadership of @user , we have developed a COVID-19 vaccine in record time. This is HUGE news as we fight to protect the lives and livelihoods of ALL Americans. #gapol https://t.co/67OI3Ky8mM",ProVax,1
Let's all hope this Covid19 vaccine concludes trials successfully and leads to mass immunisation and a return to near normal in the year ahead. Fingers crossed for everyone 💙🤞,ProVax,1
Covid19 Corona virus vaccine update: #COVIDー19 #CoronaVaccine #FDA https://t.co/xtVGfVchI3,Neutral,2
Two doctors discuss the importance of getting the COVID-19 vaccine after one of them brought the virus home to his family https://t.co/WjCRvuXzmk via @user,ProVax,1
"Pfizer Inc applied to US health regulators on Friday for emergency use authorization (EUA) of its COVID-19 vaccine, the first such application in a major step toward providing protection against the new coronavirus. https://t.co/MV4BNIAtqJ https://t.co/qG6BXzeqjE",Neutral,2
No way I'm taking a vaccine that Joe Biden tells me I need take. https://t.co/7QkfFQNml9,AntiVax,0
"@user In interviews, debates, at rallies Trump said time and time again that an announcement about a vaccine (he mentioned Pfizer specifically) was just weeks away. No one believed him as usual. Well he was right...again",Neutral,2
"Still some important questions over the effectiveness of the Pfizer vaccine. Does it prevent transmission? Big practical difference between ""don't get covid at all"" and ""get it low-level, can still infect others"".",AntiVax,0
There is a lot of skepticism about the covid vaccine and yet some liberals are wishing there were even fewer vaccine regulations.,Neutral,2
"Vaccine hesitancy may undermine fight against COVID-19, UK report says #UK #coronmavirus #vaccine https://t.co/0PH7GddSwr",Neutral,2
Correct me if I am wrong But won't People with #Antibodies against #SARSCoV2 Have NO BENEFIT with #mRNA #vaccine?! #Covid_19 #COVID19 #pandemia @user,AntiVax,0
I am extremely #PfizerProud that we are one step closer to potentially delivering a #COVID19 vaccine that could help halt this pandemic. #PFEColleague https://t.co/stSrxOgrHY,ProVax,1
No Thanks! Does Bill Gates own Pfizer Inc? Relationship between tycoon and potential COVID-19 vaccine explained! – HITC https://t.co/TTtk16xqDQ,AntiVax,0
@user confirmed as Hamilton’s seat and Pfizer announcing vaccine approval in UK.,ProVax,1
"Biden won against Trump, Pfizer just announced that its COVID19 vaccine 3rd phase trial is successful, Please Lord more good news pleasee!",ProVax,1
$HALB let's goo! No one wants a rushed vaccine. Period. https://t.co/MKK5DtWNFD,AntiVax,0
@user A week ago health experts and prisons were sounding the alarm due to the explosion of COVID in prisons and Cuomo excluded prisoners from vaccines. Prisons-nursing homes -Petri dishes. NYPost the only report on your outrage. Faux Stefanik does not care about COVID,Neutral,2
"@user Totally agree! Also, when the first vaccine against Covid is released, politicians need to be the first candidates to step up to the plate and lead by example.",ProVax,1
"I know at some point I’m gonna be faced with a choice to take this sh**, but is this the kinda side effects I’m gonna have to worry about? Australia Scraps Covid-19 Vaccine That Produced H.I.V. False Positives - The New York Times https://t.co/3vndKowSVn",Neutral,2
"@user ... 3-4 months supply of Biontech we have ordered. There are 3m health and social workers in the UK, about half over 45. those should be the priority, given their exposure rates and the importance of keeping them healthy.",ProVax,1
